low.token	low.lemma	pos	freq	ent	frei	los	un	typ	basis
steigungsfreier	steigungsfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	steigungs
tiefflugfreien	tiefflugfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	tiefflug
unaspirierten	unaspiriert	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	aspiriert
ungarnzeitlichen	ungarnzeitlich	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	garnzeitlich
unverlinkte	unverlinkt	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	verlinkt
unvollkommensten	unvollkommen	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	vollkommen
unvollständigere	unvollständig	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	vollständig
unvollständigeren	unvollständig	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	vollständig
wirbelfreie	wirbelfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	wirbel
pcp-freie	pcp-frei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	pcp-
untragischste	untragisch	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	tragisch
artefaktfreie	artefaktfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	artefakt
ganglose	ganglos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	gang
hülsenloser	hülsenlos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	hülsen
interaktionsfreie	interaktionsfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	interaktions
kohlendioxydfreien	kohlendioxydfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	kohlendioxyd
unabgeleiteten	unabgeleitet	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	abgeleitet
ungleichstufigen	ungleichstufig	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	gleichstufig
unphysikalischen	unphysikalisch	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	physikalisch
unverfestigtem	unverfestigt	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	verfestigt
unzementierten	unzementiert	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	zementiert
verzeichnungsfreies	verzeichnungsfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	verzeichnungs
weichmacherfreiem	weichmacherfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	weichmacher
entdeckenswürdigen	entdeckenswürdig	ADJA	4	TRUE	FALSE	FALSE	FALSE	ent-	deckenswürdig
kommunistenfreien	kommunistenfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	kommunisten
zustandslose	zustandslos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	zustands
pfostenlosen	pfostenlos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	pfosten
rebellenfreien	rebellenfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	rebellen
ungebogene	ungebogen	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	gebogen
unrelativierte	unrelativiert	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	relativiert
kaseinfreie	kaseinfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	kasein
röhrenlose	röhrenlos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	röhren
hülsenlosen	hülsenlos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	hülsen
unkonjugierten	unkonjugiert	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	konjugiert
werturteilsfreien	werturteilsfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	werturteils
torsionsfreien	torsionsfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	torsions
kommunismusfreien	kommunismusfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	kommunismus
ungezweifelten	ungezweifelt	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	gezweifelt
unmoduliertem	unmoduliert	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	moduliert
zellwandlosen	zellwandlos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	zellwand
sklavenfreier	sklavenfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	sklaven
reichsfreier	reichsfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	reichs
unvorgebildete	unvorgebildet	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	vorgebildet
skalenfreies	skalenfrei	ADJA	4	FALSE	TRUE	FALSE	FALSE	-frei	skalen
unbefiedertes	unbefiedert	ADJA	4	FALSE	FALSE	FALSE	TRUE	un-	befiedert
verdichtungslosen	verdichtungslos	ADJA	4	FALSE	FALSE	TRUE	FALSE	-los	verdichtungs
staatsfreier	staatsfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	staats
ungestalteter	ungestaltet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gestaltet
männerfreier	männerfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	männer
unrechtmässiger	unrechtmäßiger	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	rechtmäßiger
judenfreier	judenfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	juden
tombolalos	tombolalos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	tombola
entknittert	entknittert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	knittert
entronnener	entronnen	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	ronnen
unzerstörter	unzerstört	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	zerstört
unreinlicher	unreinlich	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	reinlich
unschuldsvermuteter	unschuldsvermutet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	schuldsvermutet
unkomprimierter	unkomprimiert	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	komprimiert
nutzungsfreier	nutzungsfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	nutzungs
bayernlos	bayernlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	bayern
entmilitarisiert	entmilitarisiert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	militarisiert
entschlafener	entschlafen	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	schlafen
entkrampfender	entkrampfend	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	krampfend
uneidlicher	uneidlich	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	eidlich
bügelfreier	bügelfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	bügel
unverkleideter	unverkleidet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	verkleidet
augenloser	augenlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	augen
unbewilligter	unbewilligt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	bewilligt
unbeeinträchtigter	unbeeinträchtigt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	beeinträchtigt
soglos	soglos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	sog
rückenfreier	rückenfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	rücken
enträtselt	enträtselt	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	rätselt
entladener	entladen	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	laden
übergangsloser	übergangslos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	übergangs
unspezialisierter	unspezialisiert	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	spezialisiert
interessenfreier	interessenfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	interessen
unkategorisiert	unkategorisiert	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	kategorisiert
unbeschuppt	unbeschuppt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	beschuppt
frauenloser	frauenlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	frauen
entpersonifiziert	entpersonifiziert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	personifiziert
entsiedelt	entsiedelt	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	siedelt
unbedeckter	unbedeckt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	bedeckt
vermögensloser	vermögenslos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	vermögens
blattloser	blattlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	blatt
ringloser	ringlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	ring
unaussprechbarer	unaussprechbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	aussprechbar
unberufener	unberufen	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	berufen
schnurloser	schnurlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	schnur
ressortloser	ressortlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	ressort
unerwähnter	unerwähnt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	erwähnt
dachloser	dachlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	dach
entfesselnder	entfesselnd	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	fesselnd
edelfrei	edelfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	edel
traumloser	traumlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	traum
allgemeinfrei	allgemeinfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	allgemein
ungleichaltriger	ungleichaltrig	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gleichaltrig
wiederspruchsfrei	wiederspruchsfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	wiederspruchs
unfärbig	unfärbig	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	färbig
weihnachtslos	weihnachtslos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	weihnachts
sklavenlos	sklavenlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	sklaven
unbefruchteter	unbefruchtet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	befruchtet
unverzinslicher	unverzinslich	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	verzinslich
unsteriler	unsteril	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	steril
entspart	entspart	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	spart
entwertender	entwertend	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	wertend
unaufhebbarer	unaufhebbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	aufhebbar
unübersetzter	unübersetzt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	übersetzt
entzifferter	entziffert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	ziffert
unnoetiger	unnötig	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	nötig
ungebleichter	ungebleicht	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gebleicht
unaufgearbeiteter	unaufgearbeitet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	aufgearbeitet
entzifferbarer	entzifferbar	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	zifferbar
pannenfreier	pannenfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	pannen
unabschließbarer	unabschließbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	abschließbar
knallerlos	knallerlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	knaller
ungestalter	ungestalt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gestalt
ungleichartiger	ungleichartig	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gleichartig
ahnungloser	ahnunglos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	ahnung
unbeeinflußter	unbeeinflußt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	beeinflußt
unerleuchteter	unerleuchtet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	erleuchtet
entmistet	entmistet	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	mistet
entbündelter	entbündelt	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	bündelt
tallos	tallos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	tal
ungetesteter	ungetestet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	getestet
unbedeutsamer	unbedeutsam	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	bedeutsam
knochenloser	knochenlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	knochen
stoßfreier	stoßfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	stoß
halsloser	halslos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	hals
entrückender	entrückend	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	rückend
streifenfreier	streifenfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	streifen
undiskutabler	undiskutabel	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	diskutabel
symptomloser	symptomlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	symptom
undialektischer	undialektisch	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	dialektisch
pointenloser	pointenlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	pointen
konfessionsfreier	konfessionsfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	konfessions
unbrennbarer	unbrennbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	brennbar
entpflichteter	entpflichtet	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	pflichtet
semperfrei	semperfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	semper
enthaarter	enthaart	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	haart
unfreudlich	unfreudlich	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	freudlich
ungepunktet	ungepunktet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gepunktet
gerichtsgebührenfrei	gerichtsgebührenfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	gerichtsgebühren
ungekapselt	ungekapselt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gekapselt
unklang	unklang	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	klang
unverschmutzter	unverschmutzt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	verschmutzt
entzuckert	entzuckert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	zuckert
eigenschaftsloser	eigenschaftslos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	eigenschafts
entpersonalisierter	entpersonalisiert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	personalisiert
atomstromfreier	atomstromfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	atomstrom
unerreichbarsten	unerreichbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	erreichbar
unverletzbarer	unverletzbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	verletzbar
entfetteter	entfettet	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	fettet
entkompliziert	entkompliziert	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	kompliziert
unbehaucht	unbehaucht	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	behaucht
bildloser	bildlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	bild
ausländerfreier	ausländerfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	ausländer
ungekennzeichneter	ungekennzeichnet	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gekennzeichnet
ungespielter	ungespielt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gespielt
unbezahnt	unbezahnt	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	bezahnt
entspeckt	entspeckt	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	speckt
entwirrbarer	entwirrbar	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	wirrbar
ungelöschter	ungelöscht	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gelöscht
ungereifter	ungereift	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	gereift
unbedrohter	unbedroht	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	bedroht
ungetragener	ungetragen	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	getragen
menschenloser	menschenlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	menschen
repressionsfreier	repressionsfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	repressions
unergründbarer	unergründbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	ergründbar
untragischer	untragisch	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	tragisch
untherapierter	untherapiert	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	therapiert
entrissener	entrissener	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	rissener
blickloser	blicklos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	blick
herbstzeitloser	herbstzeitlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	herbstzeit
pferdeloser	pferdelos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	pferde
angellos	angellos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	angel
schadensfreier	schadensfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	schadens
fachlos	fachlos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	fach
entwöhnter	entwöhnt	ADJD	4	TRUE	FALSE	FALSE	FALSE	ent-	wöhnt
unabzählbar	unabzählbar	ADJD	4	FALSE	FALSE	FALSE	TRUE	un-	abzählbar
traditionsloser	traditionslos	ADJD	4	FALSE	FALSE	TRUE	FALSE	-los	traditions
schwingungsfreier	schwingungsfrei	ADJD	4	FALSE	TRUE	FALSE	FALSE	-frei	schwingungs
kurzzeitarbeitslose	kurzzeitarbeitslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	kurzzeitarbeits
toplose	toplos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	top
unwetterzentrale	unwetterzentral	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	wetterzentral
reichloser	reichlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	reich
teilnahmelose	teilnahmelos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	teilnahme
unzeigbare	unzeigbar	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	zeigbar
ungesagtem	ungesagt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	gesagt
hahnloser	hahnlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	hahn
scheinarbeitslose	scheinarbeitslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	scheinarbeits
sendemastfreies	sendemastfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	sendemast
kerbelose	kerbelos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	kerbe
ganslosen	ganslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	gans
weihnachtslosen	weihnachtslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	weihnachts
ungleichzeitigem	ungleichzeitig	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	gleichzeitig
ungeheuerlicheres	ungeheuerlich	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	geheuerlich
langarbeitslose	langarbeitslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	langarbeits
entfrorene	entfroren	ADJA	3	TRUE	FALSE	FALSE	FALSE	ent-	froren
undarstellbares	undarstellbar	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	darstellbar
unabgelenkter	unabgelenkt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	abgelenkt
mastenfreies	mastenfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	masten
leidenschaftslosesten	leidenschaftslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	leidenschafts
unliebes	unlieb	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	lieb
neutrinoloser	neutrinolos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	neutrino
ungesetzmäßiges	ungesetzmäßig	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	gesetzmäßig
materiefreier	materiefrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	materie
altfreien	altfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	alt
unbeobachtbarer	unbeobachtbar	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	beobachtbar
ungesellschaftliche	ungesellschaftlich	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	gesellschaftlich
discloses	disclos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	disc
unmodulierter	unmoduliert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	moduliert
fährlose	fährlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	fähr
anfanglose	anfanglos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	anfang
anfanglosen	anfanglos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	anfang
anfangsloser	anfangslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	anfangs
informationsloses	informationslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	informations
kammerlose	kammerlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	kammer
potentialfreie	potentialfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	potential
risikofreieste	risikofrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	risiko
strahlungslosen	strahlungslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	strahlungs
taz-losen	taz-los	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	taz-
unbuddhistische	unbuddhistisch	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	buddhistisch
unfragmentierten	unfragmentiert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	fragmentiert
unplatonischen	unplatonisch	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	platonisch
unpolares	unpolar	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	polar
unstandardisierten	unstandardisiert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	standardisiert
wechselwirkungsfreie	wechselwirkungsfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	wechselwirkungs
oxidfreie	oxidfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	oxid
röhrenlosen	röhrenlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	röhren
unausgestrahlte	unausgestrahlt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	ausgestrahlt
ungerissenen	ungerissen	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	gerissen
unkalibrierten	unkalibriert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	kalibriert
unvollkommenden	unvollkommend	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	vollkommend
unflektierbaren	unflektierbar	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	flektierbar
abdruckfreies	abdruckfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	abdruck
unanalysierter	unanalysiert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	analysiert
ungepaarter	ungepaart	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	gepaart
unverriegelter	unverriegelt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	verriegelt
vorzeichenlose	vorzeichenlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	vorzeichen
tiefelosen	tiefelos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	tiefe
klolose	klolos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	klo
unvorschriftsmässige	unvorschriftsmässig	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	vorschriftsmässig
beschlussfreie	beschlussfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	beschluss
laufachslose	laufachslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	laufachs
schädelloses	schädellos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	schädel
undeformierten	undeformiert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	deformiert
undeklinierte	undekliniert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	dekliniert
unkalibrierte	unkalibriert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	kalibriert
unverlinkten	unverlinkt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	verlinkt
verbindungsloses	verbindungslos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	verbindungs
unendlichdimensionale	unendlichdimensional	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	endlichdimensional
rekrutenfreies	rekrutenfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	rekruten
rotationsfreie	rotationsfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	rotations
unpaariges	unpaarig	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	paarig
zeilenfreien	zeilenfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	zeilen
erregerfreies	erregerfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	erreger
kieferloser	kieferlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	kiefer
verzeichnungsfreien	verzeichnungsfrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	verzeichnungs
samenloser	samenlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	samen
unaufgeschriebenen	unaufgeschrieben	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	aufgeschrieben
unverdickte	unverdickt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	verdickt
uneskortierten	uneskortiert	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	eskortiert
schwertlose	schwertlos	ADJA	3	FALSE	FALSE	TRUE	FALSE	-los	schwert
unbehülltes	unbehüllt	ADJA	3	FALSE	FALSE	FALSE	TRUE	un-	behüllt
kräftefreie	kräftefrei	ADJA	3	FALSE	TRUE	FALSE	FALSE	-frei	kräfte
entmüllte	entmüllt	ADJA	3	TRUE	FALSE	FALSE	FALSE	ent-	müllt
unrenovierter	unrenoviert	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	renoviert
unbussfertig	unbußfertig	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	bußfertig
enthoben	enthoben	ADJD	3	TRUE	FALSE	FALSE	FALSE	ent-	hoben
ungebrannter	ungebrannt	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	gebrannt
erfolgsloser	erfolgslos	ADJD	3	FALSE	FALSE	TRUE	FALSE	-los	erfolgs
bündnisfreier	bündnisfrei	ADJD	3	FALSE	TRUE	FALSE	FALSE	-frei	bündnis
unerlassen	unerlassen	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	erlassen
unerschütterter	unerschüttert	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	erschüttert
zyklenfrei	zyklenfrei	ADJD	3	FALSE	TRUE	FALSE	FALSE	-frei	zyklen
autofreier	autofrei	ADJD	3	FALSE	TRUE	FALSE	FALSE	-frei	auto
unbezwungener	unbezwungen	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	bezwungen
unversperrter	unversperrt	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	versperrt
untenstehender	untenstehend	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	tenstehend
unrealisierter	unrealisiert	ADJD	3	FALSE	FALSE	FALSE	TRUE	un-	realisiert
